Month,Week,Day of week,Channel Group,Description EN,Typol,Time slot,Time start,Male-Rating%,Male-Share,Female-Rating%,Female-Share,4-9-Rating%,4-9-Share,10-14-Rating%,10-14-Share,15-19-Rating%,15-19-Share,20-29-Rating%,20-29-Share,30-39-Rating%,30-39-Share,40-49-Rating%,40-49-Share,50-64-Rating%,50-64-Share,65+-Rating%,65+-Share,Mitrovica-Rating%,Mitrovica-Share,Gjilan-Rating%,Gjilan-Share,Peje-Rating%,Peje-Share,Prizren-Rating%,Prizren-Share,Prizren-Rating%,Prizren-Share,Ferizaj-Rating%,Ferizaj-Share,Pristina-Rating%,Pristina-Share
March,Week 12,Monday,TV Dukagjini Group,City Shop,Reklama,02:00:00-26:00:00,13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,DUELI Ditor,Emision sportiv,02:00:00-26:00:00,19:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,DUELI Ditor,Emision sportiv,02:00:00-26:00:00,19:35:00,0.56,1.41,0.66,1.84,0.24,0.83,0.19,0.7,0.47,1.63,0.18,0.57,0.64,1.58,1.05,2.11,0.99,2.1,1.62,3.18,0.71,1.91,0.48,0.87,0,0,0.16,0.45,0.84,4.39,0,0,1.21,3.63
March,Week 12,Monday,TV Dukagjini Group,Debat Plus,Debat,02:00:00-26:00:00,22:15:00,3.38,14.99,2.43,9.41,1.79,9.35,2.18,14.56,2.64,12.52,2.4,12.54,1.91,8.12,3.21,9.61,7.25,21.63,1.76,5.35,5.45,22.39,5.73,16.96,1.37,5.14,0.49,2.22,0,0,4.7,14.26,2.52,13.8
March,Week 12,Monday,TV Dukagjini Group,Debat Plus,Debat,02:00:00-26:00:00,22:15:00,0,0.01,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0.04,0.13,0,0,0.01,0.03,0,0,0,0,0,0,0.03,0.13,0,0,0,0,0.01,0.03
March,Week 12,Monday,TV Dukagjini Group,Debat Plus - R,Debat,02:00:00-26:00:00,14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Debat Plus - R,Debat,02:00:00-26:00:00,14:00:00,2.11,8.24,1.79,5.72,0.06,0.27,4.21,24.85,1.31,5.67,0.62,2.82,0.05,0.15,4.42,13.66,2.35,6.41,5.2,10.31,0.05,0.21,0.17,0.43,8.05,20.75,0.04,0.24,2.35,9.28,3.11,8.61,2.36,8.92
March,Week 12,Monday,TV Dukagjini Group,INDOKS - R,Emision,02:00:00-26:00:00,11:50:00,1.24,5.42,1.06,4.32,0,0,0,0,0,0,0.67,3.08,1.99,7.02,1.09,4.37,2.28,7.38,4.07,10.54,0.18,0.86,3.44,10.21,1.37,4.51,0.01,0.11,2.35,14.88,0.35,0.96,0.82,3.59
March,Week 12,Monday,TV Dukagjini Group,INDOKS - R,Emision,02:00:00-26:00:00,11:50:00,0.02,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.18,0,0,0.09,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.18
March,Week 12,Monday,TV Dukagjini Group,Kallxo me ftyre,Emision,02:00:00-26:00:00,20:30:00,6.03,16.15,6.83,18.16,6.44,22.56,3.51,12.07,3.91,12.7,4.34,13.14,9.52,24.53,5.04,10.49,9.98,21.81,9.51,18.93,8.69,21.64,8.71,18.8,1.24,3.69,4.71,14.56,0.89,4.57,5.23,10.93,8.87,23.15
March,Week 12,Monday,TV Dukagjini Group,Kallxo me ftyre,Emision,02:00:00-26:00:00,20:30:00,0.25,0.66,0.08,0.22,0,0.01,0,0.01,0,0,0.25,0.77,0,0,0.71,1.48,0,0,0.37,0.74,0,0,0,0,0,0,0.05,0.15,0,0,1.66,3.46,0.18,0.48
March,Week 12,Monday,TV Dukagjini Group,Lajme,Lajme,02:00:00-26:00:00,13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Lajme,Lajme,02:00:00-26:00:00,13:00:00,1.29,5.3,1.65,5.9,0,0,1.69,8.64,1.77,12.33,0.56,2.59,0.05,0.17,3.17,11.56,1.23,3.55,6,13.27,0,0,0.59,1.54,3.26,10.53,0.54,4.77,2.35,7.85,0,0,2.68,11.17
March,Week 12,Monday,TV Dukagjini Group,Lajme,Lajme,02:00:00-26:00:00,16:00:00,3.39,12.45,2.93,9.53,1.64,8.32,4.21,29.17,1.46,6.67,3.43,13.17,2.43,7.01,3.43,11.45,2.31,5.75,8.57,16.59,0.03,0.1,4.88,10.55,8.09,23.17,0,0,2.35,15.45,3.85,7.79,3.9,15.59
March,Week 12,Monday,TV Dukagjini Group,Lajme,Lajme,02:00:00-26:00:00,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Lajmet Qendrore,Lajme,02:00:00-26:00:00,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Lajmet Qendrore,Lajme,02:00:00-26:00:00,19:00:00,1.34,3.45,0.64,1.8,2.84,9.54,0.17,0.61,0.46,1.65,0.82,2.64,1.98,4.79,0.29,0.6,0.7,1.49,0.02,0.05,0.59,1.72,0,0,0,0,3.94,11.11,0.37,2.21,0,0,0.72,2.07
March,Week 12,Monday,TV Dukagjini Group,Miremengjesi�,Emision i mengjesit,02:00:00-26:00:00,07:00:00,0.06,1.98,0.68,24.04,0,0,0,0,0,0,0.1,6.53,0,0,0.24,8.17,0.9,17.78,2.88,36.09,0,0,0,0,0.1,4.76,0.12,3.46,0,0,0.69,15.61,1.05,28.22
March,Week 12,Monday,TV Dukagjini Group,Miremengjesi�,Emision i mengjesit,02:00:00-26:00:00,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Mirmengjesi�R,Emision i mengjesit,02:00:00-26:00:00,24:30:00,0.9,12.63,0.15,2.11,0.51,6.79,0,0,0,0,0,0,0.61,5.37,0.05,0.61,2.98,31.24,0,0,0.59,18.05,0,0,0,0,1.12,14.22,0,0,3.96,54.45,0,0.04
March,Week 12,Monday,TV Dukagjini Group,Mirmengjesi�R,Emision i mengjesit,02:00:00-26:00:00,24:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Moti,Moti,02:00:00-26:00:00,19:25:00,1.19,2.97,1.36,3.8,2.37,7.86,0.48,1.74,1.1,3.55,0.6,1.97,1.71,4.2,0.38,0.76,1.45,3,2.98,5.82,1.69,4.53,0.1,0.17,0,0,3.11,8.77,0.21,1.14,0,0,1.67,4.88
March,Week 12,Monday,TV Dukagjini Group,Moti,Moti,02:00:00-26:00:00,19:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Pasdite,Emision i pasdites,02:00:00-26:00:00,18:00:00,1.12,3.09,1.48,4.3,0,0,4.21,18.21,0.31,1.06,0,0,0.46,1.19,3.3,6.95,0.48,1.08,3.52,6.76,0,0,0.07,0.12,7.95,20.82,0,0,1.64,9.96,0,0,1.06,3.39
March,Week 12,Monday,TV Dukagjini Group,Pasdite,Emision i pasdites,02:00:00-26:00:00,18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Pasdite - R,Emision i pasdites,02:00:00-26:00:00,03:30:00,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.85,0.01,1.85,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Pasdite - R,Emision i pasdites,02:00:00-26:00:00,03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Radar,Emision,02:00:00-26:00:00,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Radar,Emision,02:00:00-26:00:00,09:00:00,0.85,8,1.21,9.26,0.16,1.14,1.57,39.18,0.01,0.11,0.25,3.03,1.32,8.13,0.28,2.33,1.89,10.71,4.35,21.88,0.28,4.15,2.72,11.89,0,0,0.12,1.53,0,0,0.1,0.75,1.9,12.16
March,Week 12,Monday,TV Dukagjini Group,Reload,Emision i pasdites,02:00:00-26:00:00,02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Reload,Emision i pasdites,02:00:00-26:00:00,02:30:00,0.25,20.95,0.2,17.96,0,0,0,0,0,0,0,0,0.37,37.24,0,0,1.37,55.57,0,0,0,0,0,0,0,0,0.57,64.97,0,0,2.01,51.77,0,0
March,Week 12,Monday,TV Dukagjini Group,Reload,Emision i pasdites,02:00:00-26:00:00,16:30:00,2.11,6.77,2.89,8.91,1.1,5.54,4.68,21.87,0.2,0.71,0.91,3.59,1.78,4.93,4.19,10.52,2.57,6.43,7.52,14.64,1,3.79,3.95,6.82,9.25,25.02,0.23,1.18,1.1,6.02,3.32,8.05,1.42,5.27
March,Week 12,Monday,TV Dukagjini Group,Reload,Emision i pasdites,02:00:00-26:00:00,16:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Storie,Reklama,02:00:00-26:00:00,05:30:00,0,1,0.1,20.76,0,0,0,0,0,0,0,0,0,0,0,0,0.18,32.38,0.41,22.91,0,0,0,0,0,0,0,0,0,0,0,0,0.19,35.54
March,Week 12,Monday,TV Dukagjini Group,Storie,Reklama,02:00:00-26:00:00,05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Storie,Reklama,02:00:00-26:00:00,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Storie,Reklama,02:00:00-26:00:00,15:00:00,2.1,7.71,2.04,6.31,0.78,3.66,4.21,28.21,1.31,5.19,1.04,4.37,0.6,1.68,4.73,14.34,1.02,2.64,5.15,9.29,0.12,0.47,0,0,7.95,22.09,0.2,1,2.35,13.65,0,0,3.5,12.24
March,Week 12,Monday,TV Dukagjini Group,Storie,Reklama,02:00:00-26:00:00,15:45:00,1.52,5.76,1.71,5.5,0,0,4.21,28.93,1.09,4.77,0.59,2.48,0,0,3.63,11.41,0.07,0.17,6.45,12.22,0,0,0.15,0.34,7.95,21.87,0,0,2.35,13.65,0,0,1.97,7.63
March,Week 12,Monday,TV Dukagjini Group,Storie,Reklama,02:00:00-26:00:00,15:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,TV Dukagjini Group,Zyra e Ankesave,Emision,02:00:00-26:00:00,19:45:00,0.11,0.27,0.05,0.13,0,0,0,0,0,0,0.19,0.59,0,0,0.34,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,2.46,0,0
March,Week 12,Monday,TV Dukagjini Group,Zyra e Ankesave,Emision,02:00:00-26:00:00,19:45:00,1.83,4.6,1.83,4.96,1.45,5.26,2.05,7.02,1.05,3.57,0.92,2.85,2.9,7,1.85,3.72,2.7,5.56,1.73,3.22,0.85,2.15,0.91,1.73,4.38,12.72,2.29,6.86,0.3,1.41,0.55,1.09,2.29,6.3
March,Week 12,Monday,KTV Group,Bota e se ardhmes,Dokumentar seri,02:00:00-26:00:00,06:10:00,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55
March,Week 12,Monday,KTV Group,Bota e se ardhmes,Dokumentar seri,02:00:00-26:00:00,06:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Bota e se ardhmes,Dokumentar seri,02:00:00-26:00:00,14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Bota e se ardhmes,Dokumentar seri,02:00:00-26:00:00,14:00:00,2.36,9.23,3.62,11.57,2.21,10.5,0.01,0.03,1.34,5.79,2.54,11.6,6.19,18.49,0.76,2.35,7.1,19.35,2.23,4.42,0,0,5.17,13.3,9.06,23.38,4.94,28.71,0.84,3.3,0.67,1.84,0.83,3.14
March,Week 12,Monday,KTV Group,City Shop,Reklama,02:00:00-26:00:00,12:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,City Shop,Reklama,02:00:00-26:00:00,12:10:00,0.72,3.22,1.04,4.38,0,0,0,0,0,0,1.37,6.3,0.24,0.89,2.07,8.55,0.93,3.09,2.95,7.84,0,0,0.7,2.21,0.08,0.27,0,0,1.83,12.04,0.09,0.26,2.19,9.88
March,Week 12,Monday,KTV Group,City Shop,Reklama,02:00:00-26:00:00,15:10:00,2.67,9.64,4.94,15.2,3.21,14.94,0,0,1.54,6.04,2.8,11.39,6.07,16.82,2.17,6.61,8.82,22.55,5.8,10.43,0.31,1.2,7.7,17.67,2.34,6.66,5.84,28.6,1.67,9.71,3.77,8.52,3.26,11.29
March,Week 12,Monday,KTV Group,City Shop,Reklama,02:00:00-26:00:00,15:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Express,Emision i pasdites,02:00:00-26:00:00,16:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Express,Emision i pasdites,02:00:00-26:00:00,16:30:00,1.6,5.62,2.12,6.82,0.59,3.56,0.04,0.19,1.46,5.58,2.24,9.22,3.53,10.21,2.06,5.82,2.83,7.01,0.63,1.27,0,0,2.65,4.63,2.64,7.22,3.71,21.85,0,0,0,0,1.85,7.95
March,Week 12,Monday,KTV Group,Express,Emision i pasdites,02:00:00-26:00:00,17:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Express,Emision i pasdites,02:00:00-26:00:00,17:15:00,2.65,7.55,2.77,8.11,1.63,6.42,0.15,0.61,1.41,4.74,3.01,10.8,4.31,11.31,1.8,4.07,4.78,11.19,4.09,7.87,3.24,10.51,3.86,7.03,1.43,3.78,3.16,11.62,0,0,6.44,16.8,1.92,5.99
March,Week 12,Monday,KTV Group,Express - r,Emision i pasdites,02:00:00-26:00:00,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Express - r,Emision i pasdites,02:00:00-26:00:00,02:00:00,0.02,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.08,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1.29
March,Week 12,Monday,KTV Group,Express - r,Emision i pasdites,02:00:00-26:00:00,03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Express - r,Emision i pasdites,02:00:00-26:00:00,03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Gjithologet,Emision argetues,02:00:00-26:00:00,20:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Gjithologet,Emision argetues,02:00:00-26:00:00,20:05:00,1.82,4.66,1.42,3.84,0.25,1,1.79,6.16,2.09,7.15,2.72,8.28,0.19,0.49,0.94,1.9,1.56,3.12,4.49,8.2,3.93,9.38,0,0,0.11,0.33,0,0,1.36,6.37,0,0,3.39,9.3
March,Week 12,Monday,KTV Group,Gjithologet - r,Emision argetues,02:00:00-26:00:00,05:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Gjithologet - r,Emision argetues,02:00:00-26:00:00,05:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Interaktiv,Emision i mbremjes,02:00:00-26:00:00,22:30:00,0.02,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.09,0,0,0.06,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.18
March,Week 12,Monday,KTV Group,Interaktiv,Emision i mbremjes,02:00:00-26:00:00,22:30:00,1.42,7.06,1.08,4.68,0.23,1.29,0.1,0.8,0.77,4.07,2.7,16.55,0.26,1.24,1.95,6.34,1.68,5.63,1.86,6.35,2.63,13.33,2.07,6.9,0.01,0.06,0.27,1.28,1.36,7.3,1.11,3.82,1.17,7.46
March,Week 12,Monday,KTV Group,Interaktiv - Biseda - r,Emision i mbremjes,02:00:00-26:00:00,05:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Interaktiv - Biseda - r,Emision i mbremjes,02:00:00-26:00:00,05:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Jeta,Emision argetues,02:00:00-26:00:00,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Jeta,Emision argetues,02:00:00-26:00:00,10:00:00,0.13,1.13,0.31,2.07,0,0,0,0,0,0,0.04,0.56,0,0,1.48,10.74,0.1,0.49,0.19,0.98,0.13,2.74,0.28,0.99,0,0,0,0,0,0,0,0,0.56,3.17
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,09:00:00,0.04,0.73,0.28,5.18,0,0,0,0,0,0,0,0,0.63,9.57,0.04,0.93,0.44,4.76,0,0,0.04,0.89,0,0,0,0,0.03,0.66,0,0,0,0,0.53,7.79
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,12:00:00,0.38,1.64,0.66,2.62,0,0,0,0,0,0,0.85,3.91,0.19,0.63,0.59,2.33,0.36,1.17,2.95,7.58,0,0,0.11,0.32,0.14,0.48,0,0,0,0,0,0,1.74,7.9
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,15:00:00,3.62,13.69,6.16,19.09,3.17,14.31,0,0,1.31,5.42,4.92,21.94,5.17,15.32,5.09,15.23,11.42,30.01,8.18,14.71,0.84,3.35,9.26,24.01,3.49,9.25,6.73,35.19,8.36,48.57,3.77,8.06,3.12,10.86
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,17:00:00,2.51,8.03,3.26,10.19,2.1,10.27,0,0,1.31,4.43,3.39,13.63,4.73,13.16,2.05,5.09,3.73,9.62,5.53,11.08,0.17,0.63,3.75,6.41,0.95,2.54,3.88,19.86,0,0,7.89,24.9,3.56,12.88
March,Week 12,Monday,KTV Group,Lajmet e mbremjes,Lajme,02:00:00-26:00:00,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Lajmet e mbremjes,Lajme,02:00:00-26:00:00,19:00:00,3.06,7.73,3.83,10.74,2,6.68,0.57,2.1,1.61,5.47,4.89,15.83,2.14,5.19,3.7,7.54,5.16,10.79,8.66,17.1,3.99,11.17,4.19,7.36,1.72,5.03,3.33,9.4,1.29,7.4,7.02,16.2,3.27,9.4
March,Week 12,Monday,KTV Group,Marketing,Reklama,02:00:00-26:00:00,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Marketing,Reklama,02:00:00-26:00:00,20:00:00,1.9,4.67,1.44,3.89,0,0,2.23,7.45,2.62,8.67,2.65,8.11,0,0,0.84,1.7,1.7,3.45,4.69,8.59,3.99,10.11,0,0,0,0,0,0,1.36,6.21,0,0,3.6,9.83
March,Week 12,Monday,KTV Group,Molle e ndaluar,Serial,02:00:00-26:00:00,15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Molle e ndaluar,Serial,02:00:00-26:00:00,15:30:00,1.42,5.25,3.44,11.03,2.73,13.67,0,0,1.31,5.58,1.44,5.87,4.78,13.53,0.89,2.86,4.95,12.97,2.97,5.59,0,0,6.14,13.85,2.59,7.29,3.87,20.87,0,0,0,0,1.81,7.02
March,Week 12,Monday,KTV Group,Molle e ndaluar,Serial,02:00:00-26:00:00,21:20:00,1.52,4.89,1.58,4.6,0.61,2.59,0,0,1,3.76,2.88,9.63,0.71,2.18,1.11,2.7,1.96,4.65,4.74,10.01,3.36,8.72,2.48,5.94,0,0,0.81,3.37,1.36,6.93,1.05,2.48,1.34,4.21
March,Week 12,Monday,KTV Group,Molle e ndaluar,Serial,02:00:00-26:00:00,21:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Molle e ndaluar,Serial,02:00:00-26:00:00,24:00:00,0.33,2.9,0.2,1.65,0,0,0,0,0,0,0.18,3.62,0.15,1.03,1.19,6.45,0.36,2.53,0.17,1.18,0,0,0,0,0,0,0,0,2.19,34.65,0.75,6.55,0.16,2.09
March,Week 12,Monday,KTV Group,Molle e ndaluar,Serial,02:00:00-26:00:00,24:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Neper Film - r,Emision per filma,02:00:00-26:00:00,04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Neper Film - r,Emision per filma,02:00:00-26:00:00,04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Nusja nga Stambolli,Serial,02:00:00-26:00:00,24:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Nusja nga Stambolli,Serial,02:00:00-26:00:00,24:40:00,0.24,3.51,0.04,0.65,0,0,0,0,0,0,0,0,0.01,0.12,1.06,13.42,0.05,0.56,0,0,0,0,0,0,0,0,0,0,0.94,37.58,0.07,0.9,0.23,5.88
March,Week 12,Monday,KTV Group,Promo,Reklama,02:00:00-26:00:00,06:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 12,Monday,KTV Group,Promo,Reklama,02:00:00-26:00:00,06:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
